j,eta
9.396352962023213,-2.1119425874236075
9.382328479493715,-2.1089402510389617
9.36830435982134,-2.1059342418451754
9.354280606916534,-2.1029245350089263
9.340257224770774,-2.0999111053434194
9.326234217459088,-2.0968939273003975
9.312211589142702,-2.093872974961899
9.29818934407179,-2.0908482220317546
9.284167486588338,-2.087819641826815
9.270146021129142,-2.084787207267895
9.256124952228923,-2.0817508908704183
9.242104284523597,-2.078710664734767
9.228084022753666,-2.075666500536301
9.214064171767788,-2.0726183695150477
9.200044736526484,-2.0695662424650494
9.186025722106038,-2.0665100897233395
9.172007133702557,-2.06344988115855
9.157988976636243,-2.0603855861591143
9.143971256355846,-2.0573171736210667
9.129953978443345,-2.0542446119354065
9.115937148618855,-2.051167868975009
9.101920772745764,-2.04808691208107
9.08790485683614,-2.045001708049057
9.073889407056397,-2.0419122231141396
9.05987442973326,-2.038818422936084
9.04585993136002,-2.035720272583581
9.03184591860314,-2.0326177365179765
9.017832398309183,-2.0295107785763817
9.003819377512123,-2.026399361954134
8.989806863441052,-2.023283449186566
8.975794863528298,-2.020163002130055
8.961783385418007,-2.0170379819423236
8.947772436975194,-2.0139083490619325
8.933762026295314,-2.0107740631869477
8.919752161714381,-2.0076350832527177
8.905742851819683,-2.004491367408731
8.891734105461124,-2.0013428729944893
8.877725931763248,-1.9981895565143557
8.863718340137995,-1.995031373611311
8.849711340298244,-1.9918682790395676
8.8357049422722,-1.988700226635965
8.82169915641869,-1.9855271692900895
