r,v,eta,stable
0.043968031227021045,-2.8008648607981925,-8.822080672558405,true
0.04396468826168918,-2.7981513836008927,-8.808069301543998,true
0.04396146860598366,-2.7954356761933195,-8.794058146558918,true
0.043958373242431716,-2.792717730032999,-8.780047208612983,true
0.04395540316020958,-2.78999753652568,-8.766036488723149,true
0.043952559355490875,-2.787275087024354,-8.752025987913623,true
0.04394984283122072,-2.784550372829627,-8.738015707215856,true
0.043947254597378055,-2.781823385188649,-8.724005647668674,true
0.04394479567092209,-2.7790941152947712,-8.709995810318334,true
0.04394246707596043,-2.7763625542874153,-8.695986196218568,true
0.04394026984373318,-2.7736286932509793,-8.681976806430711,true
0.04393820501273356,-2.7708925232150716,-8.667967642023712,true
0.04393627362881699,-2.768154035153338,-8.65395870407427,true
0.04393447674512927,-2.7654132199836456,-8.639949993666853,true
0.04393281542229075,-2.7626700685670476,-8.625941511893817,true
0.043931290728474896,-2.7599245717077543,-8.611933259855446,true
0.043929903739459174,-2.7571767201519966,-8.597925238660089,true
0.043928655538647506,-2.7544265045882987,-8.583917449424161,true
0.04392754721722514,-2.7516739156463763,-8.569909893272287,true
0.04392657987422082,-2.7489189438967725,-8.555902571337363,true
0.04392575461652326,-2.7461615798504035,-8.541895484760634,true
0.0439250725589942,-2.743401813958186,-8.52788863469176,true
0.04392453482462161,-2.740639636610053,-8.513882022288945,true
0.043924142544464605,-2.737875038134717,-8.499875648718993,true
0.04392389685778499,-2.7351080087994157,-8.485869515157367,true
0.04392379891229418,-2.732338538808354,-8.471863622788373,true
0.04392384986390841,-2.7295666183033234,-8.457857972805131,true
0.04392405087711054,-2.7267922373624556,-8.443852566409738,true
0.043924403124950676,-2.724015385999768,-8.429847404813339,true
0.04392490778910679,-2.7212360541644944,-8.415842489236235,true
0.04392556605992185,-2.7184542317408886,-8.401837820907932,true
0.04392637913663933,-2.7156699085471487,-8.387833401067288,true
0.04392734822745381,-2.7128830743349353,-8.373829230962595,true
0.04392847454935405,-2.7100937187892455,-8.359825311851626,true
0.043929759328669514,-2.707301831526828,-8.345821645001834,true
0.04393120380078015,-2.7045074020965414,-8.331818231690347,true
0.04393280921040075,-2.7017104199779585,-8.317815073204153,true
0.04393457681153868,-2.6989108745814723,-8.303812170840125,true
0.04393650786778047,-2.696108755246852,-8.2898095259052,true
0.043938603652192605,-2.6933040512432256,-8.275807139716427,true
0.04394086544763761,-2.6904967517679745,-8.261805013601114,true
